ID,EarthquakeName,Starttime,Mw,HypLat,HypLon,Etype,Depth,Station,StaLat,StaLon,Rhyp,Repi,Rrup,Rjb,Vs30,Az
1075,20140715_4.3Mw_19.94S_70.11W_45KM,2014-07-15 11:11:33.000000,4.3,-19.94,-70.11,interface,45,T07A,-20.2563,-69.786,66.20033504,48.72670961,66.20033504,48.72670961,326,0
1076,20140718_4.7Mw_20.15S_70.99W_38KM,2014-07-18 05:23:38.000000,4.7,-20.15,-70.99,intraslab,38,T01A,-20.2729,-70.1223,99.0040908,91.69533436,99.0040908,91.69533436,339,0
1077,20140721_4.7Mw_20.15S_70.54W_39KM,2014-07-21 00:20:53.000000,4.7,-20.15,-70.54,interface,39,T10A,-19.9955,-69.7671,91.14560291,82.63390856,91.14560291,82.63390856,336,0
1078,20140721_4.7Mw_20.15S_70.54W_39KM,2014-07-21 00:20:38.000000,4.7,-20.15,-70.54,interface,39,T01A,-20.2729,-70.1223,59.99048323,45.72365031,59.99048323,45.72365031,339,0
1079,20140721_4.7Mw_20.15S_70.54W_39KM,2014-07-21 00:21:13.000000,4.7,-20.15,-70.54,interface,39,T11A,-19.3123779,-69.4272919,153.5775286,149.0036319,153.5775286,149.0036319,346,0
1080,20140721_4.7Mw_20.15S_70.54W_39KM,2014-07-21 00:20:53.000000,4.7,-20.15,-70.54,interface,39,T07A,-20.2563,-69.786,88.48938562,79.6759706,88.48938562,79.6759706,326,0
1081,20140721_4.7Mw_20.15S_70.54W_39KM,2014-07-21 00:20:44.000000,4.7,-20.15,-70.54,interface,39,T02A,-20.2525,-70.1181,59.84462407,45.53090652,59.84462407,45.53090652,269,0
1082,20140721_4Mw_20.27S_69.98W_51KM,2014-07-21 15:27:47.000000,4,-20.27,-69.98,interface,51,T03A,-20.2303,-70.1459,54.02041502,17.88189517,54.02041502,17.88189517,613,0
1083,20140721_4Mw_20.27S_69.98W_51KM,2014-07-21 15:27:46.000000,4,-20.27,-69.98,interface,51,T08A,-20.2702,-70.0941,52.36358358,11.91975484,52.36358358,11.91975484,987,0
1084,20140721_4Mw_20.27S_69.98W_51KM,2014-07-21 15:27:46.000000,4,-20.27,-69.98,interface,51,T01A,-20.2729,-70.1223,53.10669941,14.86905365,53.10669941,14.86905365,339,0
1085,20140721_4Mw_20.27S_69.98W_51KM,2014-07-21 15:27:47.000000,4,-20.27,-69.98,interface,51,T07A,-20.2563,-69.786,54.87051313,20.32425441,54.87051313,20.32425441,326,0
1086,20140721_4Mw_20.27S_69.98W_51KM,2014-07-21 15:27:50.000000,4,-20.27,-69.98,interface,51,T10A,-19.9955,-69.7671,63.31368269,37.66978026,63.31368269,37.66978026,336,0
1087,20140722_4.2Mw_23.28S_68.93W_95KM,2014-07-22 02:56:46.000000,4.2,-23.28,-68.93,interface,95,A05F,-22.8914,-69.3207,111.4803241,58.77474164,111.4803241,58.77474164,1000,0
1088,20140723_5.5Mw_20.24S_68.74W_122KM,2014-07-23 21:38:53.000000,5.5,-20.24,-68.74,intraslab,122,T03A,-20.2303,-70.1459,189.8739583,146.9071178,189.8739583,146.9071178,613,0
1089,20140723_5.5Mw_20.24S_68.74W_122KM,2014-07-23 21:38:31.000000,5.5,-20.24,-68.74,intraslab,122,T10A,-19.9955,-69.7671,164.0640658,110.7608644,164.0640658,110.7608644,336,0
1090,20140723_5.5Mw_20.24S_68.74W_122KM,2014-07-23 21:39:08.000000,5.5,-20.24,-68.74,intraslab,122,TA02,-20.2705,-70.1311,188.7155374,145.3772624,188.7155374,145.3772624,489,0
1091,20140723_5.5Mw_20.24S_68.74W_122KM,2014-07-23 21:38:51.000000,5.5,-20.24,-68.74,intraslab,122,T11A,-19.3123779,-69.4272919,174.1088147,125.4288229,174.1088147,125.4288229,346,0
1092,20140723_5.5Mw_20.24S_68.74W_122KM,2014-07-23 21:38:60.000000,5.5,-20.24,-68.74,intraslab,122,A07F,-21.628,-69.551,212.1866237,175.3035061,212.1866237,175.3035061,-1,-1
1093,20140723_5.5Mw_20.24S_68.74W_122KM,2014-07-23 21:39:16.000000,5.5,-20.24,-68.74,intraslab,122,A05P,-18.4863,-70.3005,279.640351,254.0903591,279.640351,254.0903591,446,0
1094,20140723_5.5Mw_20.24S_68.74W_122KM,2014-07-23 21:38:53.000000,5.5,-20.24,-68.74,intraslab,122,T08A,-20.2702,-70.0941,185.8116254,141.5120515,185.8116254,141.5120515,987,0
1095,20140723_5.5Mw_20.24S_68.74W_122KM,2014-07-23 21:38:53.000000,5.5,-20.24,-68.74,intraslab,122,T05A,-20.2098,-70.1502,190.2482952,147.4000774,190.2482952,147.4000774,1020,0
1096,20140723_5.5Mw_20.24S_68.74W_122KM,2014-07-23 21:38:28.000000,5.5,-20.24,-68.74,intraslab,122,T13A,-20.4963,-69.3375,139.6081712,68.53008464,139.6081712,68.53008464,378,0
1097,20140723_5.5Mw_20.24S_68.74W_122KM,2014-07-23 21:38:53.000000,5.5,-20.24,-68.74,intraslab,122,T06A,-20.2142,-70.1379,189.2642274,146.1027135,189.2642274,146.1027135,1263,0
1098,20140723_5.5Mw_20.24S_68.74W_122KM,2014-07-23 21:38:35.000000,5.5,-20.24,-68.74,intraslab,122,T01A,-20.2729,-70.1223,188.0260203,144.4634642,188.0260203,144.4634642,339,0
1099,20140723_5.5Mw_20.24S_68.74W_122KM,2014-07-23 21:38:31.000000,5.5,-20.24,-68.74,intraslab,122,T07A,-20.2563,-69.786,163.1025152,109.3030147,163.1025152,109.3030147,326,0
1100,20140723_5.5Mw_20.24S_68.74W_122KM,2014-07-23 21:38:27.000000,5.5,-20.24,-68.74,intraslab,122,T12A,-20.0706844,-69.2172089,132.9282833,53.29438514,132.9282833,53.29438514,732,0
1101,20140725_4Mw_29.64S_71.46W_35KM,2014-07-25 01:16:05.000000,4,-29.64,-71.46,interface,35,C09O,-29.5106,-71.2004,45.37445691,28.95592724,45.37445691,28.95592724,754,0
1102,20140726_4.4Mw_22.97S_69.88W_53KM,2014-07-26 21:24:25.000000,4.4,-22.97,-69.88,interface,53,A02F,-23.1013,-70.4451,79.65882939,59.71753115,79.65882939,59.71753115,1000,0
1103,20140726_4.4Mw_22.97S_69.88W_53KM,2014-07-26 21:24:39.000000,4.4,-22.97,-69.88,interface,53,A03F,-23.4532,-70.4406,94.41502365,78.46363455,94.41502365,78.46363455,600,0
1104,20140726_4.4Mw_22.97S_69.88W_53KM,2014-07-26 21:24:34.000000,4.4,-22.97,-69.88,interface,53,A05F,-22.8914,-69.3207,78.40980071,58.02661867,78.40980071,58.02661867,1000,0
1105,20140729_4.6Mw_20.13S_70.48W_32KM,2014-07-29 00:46:32.000000,4.6,-20.13,-70.48,interface,32,T03A,-20.2303,-70.1459,48.58131338,36.6454108,48.58131338,36.6454108,613,0
1106,20140729_4.6Mw_20.13S_70.48W_32KM,2014-07-29 00:46:41.000000,4.6,-20.13,-70.48,interface,32,T10A,-19.9955,-69.7671,82.32736857,76.04519929,82.32736857,76.04519929,336,0
1107,20140729_4.6Mw_20.13S_70.48W_32KM,2014-07-29 00:46:33.000000,4.6,-20.13,-70.48,interface,32,T02A,-20.2525,-70.1181,51.28937091,40.18343397,51.28937091,40.18343397,269,0
1108,20140729_4.6Mw_20.13S_70.48W_32KM,2014-07-29 00:46:32.000000,4.6,-20.13,-70.48,interface,32,T06A,-20.2142,-70.1379,48.81456024,36.9556079,48.81456024,36.9556079,1263,0
1109,20140729_4.6Mw_20.13S_70.48W_32KM,2014-07-29 00:46:32.000000,4.6,-20.13,-70.48,interface,32,T04A,-20.2391,-70.1333,49.75735508,38.19843947,49.75735508,38.19843947,1305,0
1110,20140729_4.6Mw_20.13S_70.48W_32KM,2014-07-29 00:46:32.000000,4.6,-20.13,-70.48,interface,32,T05A,-20.2098,-70.1502,47.79375387,35.58933401,47.79375387,35.58933401,1020,0
1111,20140729_4.6Mw_20.13S_70.48W_32KM,2014-07-29 00:46:33.000000,4.6,-20.13,-70.48,interface,32,T01A,-20.2729,-70.1223,51.60996067,40.59390745,51.60996067,40.59390745,339,0
1112,20140729_4.6Mw_20.13S_70.48W_32KM,2014-07-29 00:46:41.000000,4.6,-20.13,-70.48,interface,32,T07A,-20.2563,-69.786,80.33394279,73.8713504,80.33394279,73.8713504,326,0
1113,20140729_4Mw_20.12S_70.37W_21KM,2014-07-29 13:00:48.000000,4,-20.12,-70.37,interface,21,T03A,-20.2303,-70.1459,33.71280738,26.41692761,33.71280738,26.41692761,613,0
1114,20140729_4Mw_20.12S_70.37W_21KM,2014-07-29 13:00:57.000000,4,-20.12,-70.37,interface,21,T10A,-19.9955,-69.7671,67.7854123,64.5570889,67.7854123,64.5570889,336,0
1115,20140729_4Mw_20.12S_70.37W_21KM,2014-07-29 13:00:48.000000,4,-20.12,-70.37,interface,21,T01A,-20.2729,-70.1223,37.34430452,30.93143082,37.34430452,30.93143082,339,0
1116,20140729_4Mw_20.12S_70.37W_21KM,2014-07-29 13:00:57.000000,4,-20.12,-70.37,interface,21,T07A,-20.2563,-69.786,66.19388942,62.8782926,66.19388942,62.8782926,326,0
1117,20140731_4.7Mw_31.81S_71.23W_74KM,2014-07-31 20:40:29.000000,4.7,-31.81,-71.23,intraslab,74,C11O,-30.6965,-70.9589,145.5982603,126.1294667,145.5982603,126.1294667,626,0
1118,20140731_4.7Mw_31.81S_71.23W_74KM,2014-07-31 20:40:11.000000,4.7,-31.81,-71.23,intraslab,74,C07O,-31.6336,-71.1675,76.73853356,20.43687399,76.73853356,20.43687399,654,0
1119,20140808_4.8Mw_33.78S_72.2W_16KM,2014-08-08 04:09:47.000000,4.8,-33.78,-72.2,interface,16,V09A,-33.0481,-71.6045,99.44386567,98.27284942,99.44386567,98.27284942,212,0
1120,20140808_4.8Mw_33.78S_72.2W_16KM,2014-08-08 04:09:28.000000,4.8,-33.78,-72.2,interface,16,V16A,-33.5906,-71.6046,61.12646997,59.06961345,61.12646997,59.06961345,477,0
1121,20140808_4.8Mw_33.78S_72.2W_16KM,2014-08-08 04:09:34.000000,4.8,-33.78,-72.2,interface,16,V17A,-33.6055,-71.6143,59.75910101,57.64985424,59.75910101,57.64985424,281,0
1122,20140809_4.2Mw_23.15S_70.64W_42KM,2014-08-09 12:39:17.000000,4.2,-23.15,-70.64,interface,42,A02F,-23.1013,-70.4451,46.78458398,20.67880884,46.78458398,20.67880884,1000,0
1123,20140813_4.4Mw_20.43S_69.46W_79KM,2014-08-13 01:01:55.000000,4.4,-20.43,-69.46,interface,79,T10A,-19.9955,-69.7671,97.68943817,57.8257641,97.68943817,57.8257641,336,0
1124,20140813_4.4Mw_20.43S_69.46W_79KM,2014-08-13 01:01:59.000000,4.4,-20.43,-69.46,interface,79,T02A,-20.2525,-70.1181,106.2358803,71.47300479,106.2358803,71.47300479,269,0
1125,20140813_4.4Mw_20.43S_69.46W_79KM,2014-08-13 01:01:51.000000,4.4,-20.43,-69.46,interface,79,T13A,-20.4963,-69.3375,80.34641362,14.73905943,80.34641362,14.73905943,378,0
1126,20140813_4.4Mw_20.43S_69.46W_79KM,2014-08-13 01:01:58.000000,4.4,-20.43,-69.46,interface,79,T01A,-20.2729,-70.1223,106.1251373,71.30618058,106.1251373,71.30618058,339,0
1127,20140813_4.4Mw_20.43S_69.46W_79KM,2014-08-13 01:01:53.000000,4.4,-20.43,-69.46,interface,79,T07A,-20.2563,-69.786,88.03742156,39.0966032,88.03742156,39.0966032,326,0
1128,20140813_4.4Mw_20.43S_69.46W_79KM,2014-08-13 01:01:55.000000,4.4,-20.43,-69.46,interface,79,T12A,-20.0706844,-69.2172089,91.86488581,47.17882713,91.86488581,47.17882713,732,0
1129,20140814_5.6Mw_20.16S_70.02W_50KM,2014-08-14 00:02:04.000000,5.6,-20.16,-70.02,interface,50,T03A,-20.2303,-70.1459,52.26747128,15.28800098,52.26747128,15.28800098,613,0
1130,20140814_5.6Mw_20.16S_70.02W_50KM,2014-08-14 00:02:05.000000,5.6,-20.16,-70.02,interface,50,T10A,-19.9955,-69.7671,59.35706538,32.11480562,59.35706538,32.11480562,336,0
1131,20140814_5.6Mw_20.16S_70.02W_50KM,2014-08-14 00:02:04.000000,5.6,-20.16,-70.02,interface,50,T02A,-20.2525,-70.1181,52.04159535,14.49061891,52.04159535,14.49061891,269,0
1132,20140814_5.6Mw_20.16S_70.02W_50KM,2014-08-14 00:02:42.000000,5.6,-20.16,-70.02,interface,50,A07F,-21.628,-69.551,176.2626967,169.6971328,176.2626967,169.6971328,-1,-1
1133,20140814_5.6Mw_20.16S_70.02W_50KM,2014-08-14 00:02:17.000000,5.6,-20.16,-70.02,interface,50,T11A,-19.3123779,-69.4272919,122.7369241,112.5359174,122.7369241,112.5359174,346,0
1134,20140814_5.6Mw_20.16S_70.02W_50KM,2014-08-14 00:02:55.000000,5.6,-20.16,-70.02,interface,50,TA01,-20.5656,-70.1807,69.13545981,47.93560617,69.13545981,47.93560617,1339,0
1135,20140814_5.6Mw_20.16S_70.02W_50KM,2014-08-14 00:02:52.000000,5.6,-20.16,-70.02,interface,50,A05P,-18.4863,-70.3005,193.4283972,187.601956,193.4283972,187.601956,446,0
1136,20140814_5.6Mw_20.16S_70.02W_50KM,2014-08-14 00:02:04.000000,5.6,-20.16,-70.02,interface,50,T08A,-20.2702,-70.0941,52.03037945,14.45003861,52.03037945,14.45003861,987,0
1137,20140814_5.6Mw_20.16S_70.02W_50KM,2014-08-14 00:02:17.000000,5.6,-20.16,-70.02,interface,50,T09A,-19.5957,-70.2108,82.26661062,65.58753304,82.26661062,65.58753304,1584,0
1138,20140814_5.6Mw_20.16S_70.02W_50KM,2014-08-14 00:02:04.000000,5.6,-20.16,-70.02,interface,50,T06A,-20.2142,-70.1379,51.83041704,13.70642279,51.83041704,13.70642279,1263,0
1139,20140814_5.6Mw_20.16S_70.02W_50KM,2014-08-14 00:02:04.000000,5.6,-20.16,-70.02,interface,50,T04A,-20.2391,-70.1333,52.10759255,14.72768017,52.10759255,14.72768017,1305,0
1140,20140814_5.6Mw_20.16S_70.02W_50KM,2014-08-14 00:02:04.000000,5.6,-20.16,-70.02,interface,50,T05A,-20.2098,-70.1502,52.09521129,14.68339335,52.09521129,14.68339335,1020,0
1141,20140814_5.6Mw_20.16S_70.02W_50KM,2014-08-14 00:02:21.000000,5.6,-20.16,-70.02,interface,50,T13A,-20.4963,-69.3375,94.41972633,80.41083302,94.41972633,80.41083302,378,0
1142,20140814_5.6Mw_20.16S_70.02W_50KM,2014-08-14 00:02:04.000000,5.6,-20.16,-70.02,interface,50,T01A,-20.2729,-70.1223,52.61543581,16.44722684,52.61543581,16.44722684,339,0
1143,20140814_5.6Mw_20.16S_70.02W_50KM,2014-08-14 00:02:05.000000,5.6,-20.16,-70.02,interface,50,T07A,-20.2563,-69.786,56.62265684,26.67786815,56.62265684,26.67786815,326,0
1144,20140814_5.6Mw_20.16S_70.02W_50KM,2014-08-14 00:02:22.000000,5.6,-20.16,-70.02,interface,50,T12A,-20.0706844,-69.2172089,97.92336669,84.52859888,97.92336669,84.52859888,732,0
1145,20140815_4.5Mw_20.34S_68.8W_122KM,2014-08-15 02:03:28.000000,4.5,-20.34,-68.8,intraslab,122,T10A,-19.9955,-69.7671,162.2815756,108.0508017,162.2815756,108.0508017,336,0
1146,20140815_4.5Mw_20.34S_68.8W_122KM,2014-08-15 02:03:33.000000,4.5,-20.34,-68.8,intraslab,122,T11A,-19.3123779,-69.4272919,178.3582747,131.3764127,178.3582747,131.3764127,346,0
1147,20140815_4.5Mw_20.34S_68.8W_122KM,2014-08-15 02:03:25.000000,4.5,-20.34,-68.8,intraslab,122,T07A,-20.2563,-69.786,159.2838637,103.4022296,159.2838637,103.4022296,326,0
1148,20140815_4.5Mw_20.34S_68.8W_122KM,2014-08-15 02:03:36.000000,4.5,-20.34,-68.8,intraslab,122,T02A,-20.2525,-70.1181,183.2138486,138.0154273,183.2138486,138.0154273,269,0
1149,20140816_4.7Mw_20.03S_71.02W_42KM,2014-08-16 10:10:19.000000,4.7,-20.03,-71.02,intraslab,42,T01A,-20.2729,-70.1223,105.9821542,97.62770204,105.9821542,97.62770204,339,0
1150,20140816_4.7Mw_21.74S_69.14W_90KM,2014-08-16 09:42:24.000000,4.7,-21.74,-69.14,interface,90,A07F,-21.628,-69.551,100.1760269,44.30510749,100.1760269,44.30510749,-1,-1
1151,20140816_4.7Mw_21.74S_69.14W_90KM,2014-08-16 09:42:41.000000,4.7,-21.74,-69.14,interface,90,T13A,-20.4963,-69.3375,164.9446621,139.2208715,164.9446621,139.2208715,378,0
1152,20140816_4.7Mw_21.74S_69.14W_90KM,2014-08-16 09:42:32.000000,4.7,-21.74,-69.14,interface,90,A11F,-21.4249,-70.0568,134.8599542,101.1525128,134.8599542,101.1525128,600,0
1153,20140816_4.7Mw_21.74S_69.14W_90KM,2014-08-16 09:42:30.000000,4.7,-21.74,-69.14,interface,90,A06F,-22.344,-69.658,123.8089695,85.6303421,123.8089695,85.6303421,294.68,0
1154,20140817_4.2Mw_20.07S_69.25W_104KM,2014-08-17 05:43:06.000000,4.2,-20.07,-69.25,intraslab,104,T10A,-19.9955,-69.7671,117.3123294,54.72681249,117.3123294,54.72681249,336,0
1155,20140817_4.2Mw_20.07S_69.25W_104KM,2014-08-17 05:43:04.000000,4.2,-20.07,-69.25,intraslab,104,T12A,-20.0706844,-69.2172089,104.0556513,3.430802933,104.0556513,3.430802933,732,0
1156,20140817_4.2Mw_20.14S_70.37W_40KM,2014-08-17 18:29:39.000000,4.2,-20.14,-70.37,interface,40,T03A,-20.2303,-70.1459,47.37660734,25.46789383,47.37660734,25.46789383,613,0
1157,20140817_4.2Mw_20.14S_70.37W_40KM,2014-08-17 18:29:40.000000,4.2,-20.14,-70.37,interface,40,T01A,-20.2729,-70.1223,49.81009418,29.7760518,49.81009418,29.7760518,339,0
1158,20140818_4.1Mw_19.87S_69.21W_103KM,2014-08-18 07:33:46.000000,4.1,-19.87,-69.21,interface,103,T11A,-19.3123779,-69.4272919,121.9376247,65.80341654,121.9376247,65.80341654,346,0
1159,20140819_4.2Mw_20.73S_70.71W_41KM,2014-08-19 23:51:17.000000,4.2,-20.73,-70.71,interface,41,T02A,-20.2525,-70.1181,90.8049372,81.28460245,90.8049372,81.28460245,269,0
1160,20140819_4.4Mw_20.73S_70.61W_22KM,2014-08-19 23:12:18.000000,4.4,-20.73,-70.61,interface,22,T01A,-20.2729,-70.1223,74.93405753,71.75634046,74.93405753,71.75634046,339,0
1161,20140823_4.5Mw_21.8S_70.13W_64KM,2014-08-23 03:44:23.000000,4.5,-21.8,-70.13,intraslab,64,A07F,-21.628,-69.551,89.4872888,62.86224185,89.4872888,62.86224185,-1,-1
1162,20140823_4.5Mw_21.8S_70.13W_64KM,2014-08-23 03:44:19.000000,4.5,-21.8,-70.13,intraslab,64,A11F,-21.4249,-70.0568,76.55355751,42.21885379,76.55355751,42.21885379,600,0
1163,20140823_4Mw_32.76S_71.54W_40KM,2014-08-23 23:23:06.000000,4,-32.76,-71.54,interface,40,V09A,-33.0481,-71.6045,51.48423864,32.51589884,51.48423864,32.51589884,212,0
1164,20140823_4Mw_32.76S_71.54W_40KM,2014-08-23 23:23:07.000000,4,-32.76,-71.54,interface,40,V18A,-33.0518,-71.3383,54.72194287,37.46089167,54.72194287,37.46089167,492,0
1165,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:44:55.000000,5.7,-20.19,-69.08,interface,100,T03A,-20.2303,-70.1459,149.1090555,111.483669,149.1090555,111.483669,613,0
1166,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:44:51.000000,5.7,-20.19,-69.08,interface,100,T10A,-19.9955,-69.7671,124.6566991,75.01731218,124.6566991,75.01731218,336,0
1167,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:44:49.000000,5.7,-20.19,-69.08,interface,100,T13A,-20.4963,-69.3375,108.8272675,43.27631881,108.8272675,43.27631881,378,0
1168,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:44:55.000000,5.7,-20.19,-69.08,interface,100,T02A,-20.2525,-70.1181,147.0734899,108.7018053,147.0734899,108.7018053,269,0
1169,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:45:23.000000,5.7,-20.19,-69.08,interface,100,A07F,-21.628,-69.551,193.1570582,166.5786158,193.1570582,166.5786158,-1,-1
1170,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:44:55.000000,5.7,-20.19,-69.08,interface,100,T11A,-19.3123779,-69.4272919,143.5059847,103.748638,143.5059847,103.748638,346,0
1171,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:45:35.000000,5.7,-20.19,-69.08,interface,100,A05P,-18.4863,-70.3005,247.3640136,228.0634964,247.3640136,228.0634964,446,0
1172,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:44:54.000000,5.7,-20.19,-69.08,interface,100,T08A,-20.2702,-70.0941,145.3630994,106.3386891,145.3630994,106.3386891,987,0
1173,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:45:15.000000,5.7,-20.19,-69.08,interface,100,T09A,-19.5957,-70.2108,167.5159242,135.4631329,167.5159242,135.4631329,1584,0
1174,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:44:55.000000,5.7,-20.19,-69.08,interface,100,T04A,-20.2391,-70.1333,148.173151,110.208609,148.173151,110.208609,1305,0
1175,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:45:11.000000,5.7,-20.19,-69.08,interface,100,T05A,-20.2098,-70.1502,149.3954586,111.8725403,149.3954586,111.8725403,1020,0
1176,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:45:27.000000,5.7,-20.19,-69.08,interface,100,A11F,-21.4249,-70.0568,196.4030055,170.3895077,196.4030055,170.3895077,600,0
1177,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:44:55.000000,5.7,-20.19,-69.08,interface,100,T06A,-20.2142,-70.1379,148.4573155,110.5964448,148.4573155,110.5964448,1263,0
1178,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:44:55.000000,5.7,-20.19,-69.08,interface,100,T01A,-20.2729,-70.1223,147.5085875,109.2991534,147.5085875,109.2991534,339,0
1179,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:44:51.000000,5.7,-20.19,-69.08,interface,100,T07A,-20.2563,-69.786,124.1393386,74.1403307,124.1393386,74.1403307,326,0
1180,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:44:49.000000,5.7,-20.19,-69.08,interface,100,T12A,-20.0706844,-69.2172089,101.8544346,19.50134886,101.8544346,19.50134886,732,0
1181,20140823_5.7Mw_20.19S_69.08W_100KM,2014-08-23 04:45:39.000000,5.7,-20.19,-69.08,interface,100,A07P,-18.4459,-70.2929,250.3422968,231.3425226,250.3422968,231.3425226,560,0
1182,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:31:32.000000,6.4,-32.74,-71.5,interface,40,V09A,-33.0481,-71.6045,53.43382531,35.54047765,53.43382531,35.54047765,212,0
1183,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:32:23.000000,6.4,-32.74,-71.5,interface,40,MT03,-33.4936,-70.5102,130.4641204,124.5745347,130.4641204,124.5745347,537,0
1184,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:32:23.000000,6.4,-32.74,-71.5,interface,40,MT02,-33.2591,-71.1377,77.67006762,66.78866859,77.67006762,66.78866859,923,0
1185,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:31:43.000000,6.4,-32.74,-71.5,interface,40,R18M,-33.5084,-70.7488,117.0473092,110.3489112,117.0473092,110.3489112,370,0
1186,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:31:41.000000,6.4,-32.74,-71.5,interface,40,V17A,-33.6055,-71.6143,104.2541517,96.58064273,104.2541517,96.58064273,281,0
1187,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:33:02.000000,6.4,-32.74,-71.5,interface,40,M09L,-35.5908,-72.2812,325.7305141,324.3222801,325.7305141,324.3222801,400,0
1188,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:32:29.000000,6.4,-32.74,-71.5,interface,40,M04L,-35.282,-71.258,284.7583579,282.849779,284.7583579,282.849779,324.64,0
1189,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:31:42.000000,6.4,-32.74,-71.5,interface,40,R07M,-33.3673,-70.6898,109.9969587,102.7905667,109.9969587,102.7905667,271,0
1190,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:31:43.000000,6.4,-32.74,-71.5,interface,40,R15M,-33.3578,-70.5084,121.6085352,115.20542,121.6085352,115.20542,335,0
1191,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:31:46.000000,6.4,-32.74,-71.5,interface,40,R03M,-33.52,-70.612,125.9333671,119.7904847,125.9333671,119.7904847,302.74,0
1192,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:32:33.000000,6.4,-32.74,-71.5,interface,40,M02L,-34.9996,-70.8115,260.8541038,258.601712,260.8541038,258.601712,600,0
1193,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:31:40.000000,6.4,-32.74,-71.5,interface,40,R17M,-33.2055,-70.6838,100.1668919,92.12385363,100.1668919,92.12385363,563,0
1194,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:31:33.000000,6.4,-32.74,-71.5,interface,40,V03A,-33.0551,-71.4386,53.35059387,35.4144498,53.35059387,35.4144498,575,0
1195,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:31:40.000000,6.4,-32.74,-71.5,interface,40,R13M,-33.2156,-70.7669,95.03186185,86.4760306,95.03186185,86.4760306,281,0
1196,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:31:44.000000,6.4,-32.74,-71.5,interface,40,R05M,-33.4428,-70.5346,125.3330006,119.154967,125.3330006,119.154967,635,0
1197,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:32:26.000000,6.4,-32.74,-71.5,interface,40,C11O,-30.6965,-70.9589,235.0015799,232.3175212,235.0015799,232.3175212,626,0
1198,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:31:41.000000,6.4,-32.74,-71.5,interface,40,V16A,-33.5906,-71.6046,102.6549471,94.84103799,102.6549471,94.84103799,477,0
1199,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:32:22.999538,6.4,-32.74,-71.5,interface,40,ROC1,-32.9759,-71.0156,65.74984855,52.34736558,65.74984855,52.34736558,1951,0
1200,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:33:00.000000,6.4,-32.74,-71.5,interface,40,M14L,-35.3328,-72.4283,301.7895733,300.1003372,301.7895733,300.1003372,257,0
1201,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:32:46.000000,6.4,-32.74,-71.5,interface,40,M11L,-35.4403,-71.6317,301.4675749,299.7747159,301.4675749,299.7747159,482,0
1202,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:32:46.000000,6.4,-32.74,-71.5,interface,40,M01L,-35.4151,-71.6623,298.8358445,297.1101659,298.8358445,297.1101659,511,0
1203,20140823_6.4Mw_32.74S_71.5W_40KM,2014-08-23 22:32:23.000000,6.4,-32.74,-71.5,interface,40,VA03,-32.7637,-70.5508,97.31286802,88.99179768,97.31286802,88.99179768,937,0
